shot_list,tvad_name
"[(1, 18), (19, 26), (27, 33), (34, 50), (51, 64), (65, 70), (71, 87), (88, 90), (91, 100), (101, 106), (107, 126), (127, 131), (132, 155), (156, 168), (169, 176)]",s02e06_seg02_clip_05
"[(1, 5), (6, 10), (11, 41), (42, 60), (61, 75), (76, 81), (82, 84), (85, 91), (92, 94), (95, 97), (98, 109), (110, 113), (114, 121), (122, 128), (129, 139), (140, 150), (151, 162), (163, 170)]",s02e06_seg02_clip_06
"[(1, 9), (10, 17), (18, 22), (23, 37), (38, 42), (43, 52), (53, 56), (57, 70), (71, 80), (81, 89), (90, 94), (95, 99), (100, 102), (103, 108), (109, 114), (115, 125), (126, 140), (141, 155), (156, 160), (161, 164), (165, 183), (184, 188)]",s02e06_seg02_clip_07
"[(1, 17), (18, 24), (25, 30), (31, 35), (36, 43), (44, 63), (64, 80), (81, 84), (85, 90), (91, 97), (98, 101), (102, 111), (112, 120), (121, 124), (125, 143), (144, 154), (155, 171), (172, 179)]",s02e06_seg02_clip_08
"[(1, 7), (8, 12), (13, 37), (38, 44), (45, 53), (54, 61), (62, 69), (70, 85), (86, 98), (99, 105), (106, 118), (119, 139), (140, 144), (145, 149), (150, 157), (158, 160), (161, 165), (166, 170), (171, 181), (182, 185)]",s02e06_seg02_clip_09
"[(1, 18), (19, 36), (37, 46), (47, 66), (67, 73), (74, 81), (82, 104), (105, 109), (110, 116), (117, 124), (125, 132), (133, 136), (137, 146), (147, 149), (150, 156), (157, 159), (160, 189), (190, 193), (194, 199), (200, 207), (208, 222), (223, 225), (226, 228), (229, 233), (234, 238), (239, 244), (245, 247), (248, 268), (269, 306), (307, 314), (315, 325), (326, 330), (331, 340), (341, 344), (345, 350)]",s02e06_seg02_clip_10
"[(1, 7), (8, 14), (15, 25), (26, 36), (37, 53), (54, 67), (68, 76), (77, 84), (85, 100), (101, 107), (108, 122), (123, 126), (127, 142), (143, 150), (151, 175), (176, 188)]",s02e06_seg02_clip_13
"[(1, 52), (53, 78), (79, 88), (89, 96), (97, 103), (104, 109), (110, 120), (121, 125), (126, 138), (139, 157), (158, 161), (162, 185)]",s02e06_seg02_clip_14
"[(1, 3), (4, 6), (7, 24), (25, 32), (33, 40), (41, 46), (47, 89), (90, 93), (94, 102), (103, 106), (107, 113), (114, 118), (119, 124), (125, 129), (130, 136), (137, 153), (154, 159), (160, 163), (164, 174), (175, 179)]",s02e06_seg02_clip_15
"[(1, 4), (5, 11), (12, 18), (19, 20), (21, 30), (31, 48), (49, 55), (56, 60), (61, 64), (65, 71), (72, 99), (100, 118), (119, 122), (123, 132), (133, 150), (151, 160), (161, 168), (169, 176)]",s02e06_seg02_clip_16
"[(1, 3), (4, 6), (7, 9), (10, 14), (15, 28), (29, 36), (37, 43), (44, 51), (52, 64), (65, 72), (73, 78), (79, 83), (84, 96), (97, 98), (99, 110), (111, 153), (154, 157), (158, 167), (168, 173), (174, 185), (186, 191)]",s02e07_seg01_clip_01
"[(1, 6), (7, 10), (11, 22), (23, 33), (34, 48), (49, 77), (78, 90), (91, 93), (94, 109), (110, 113), (114, 134), (135, 154), (155, 158), (159, 169), (170, 182), (183, 185)]",s02e07_seg02_clip_00
"[(1, 10), (11, 16), (17, 21), (22, 28), (29, 35), (36, 38), (39, 50), (51, 57), (58, 68), (69, 91), (92, 120), (121, 127), (128, 132), (133, 141), (142, 159), (160, 169), (170, 174), (175, 178), (179, 185)]",s02e07_seg02_clip_01
"[(1, 8), (9, 13), (14, 17), (18, 21), (22, 26), (27, 33), (34, 47), (48, 52), (53, 59), (60, 62), (63, 69), (70, 77), (78, 87), (88, 93), (94, 104), (105, 108), (109, 115), (116, 127), (128, 130), (131, 139), (140, 144), (145, 147), (148, 162), (163, 165), (166, 180), (181, 185)]",s02e07_seg02_clip_02
"[(1, 4), (5, 21), (22, 28), (29, 41), (42, 53), (54, 58), (59, 70), (71, 80), (81, 90), (91, 91), (92, 95), (96, 102), (103, 109), (110, 111), (112, 118), (119, 123), (124, 140), (141, 144), (145, 157), (158, 165), (166, 174), (175, 179)]",s02e07_seg02_clip_04
"[(1, 3), (4, 9), (10, 17), (18, 32), (33, 45), (46, 64), (65, 87), (88, 97), (98, 100), (101, 115), (116, 119), (120, 132), (133, 136), (137, 147), (148, 151), (152, 153), (154, 161), (162, 176), (177, 179)]",s02e07_seg02_clip_05
"[(1, 14), (15, 21), (22, 25), (26, 27), (28, 41), (42, 62), (63, 73), (74, 78), (79, 87), (88, 99), (100, 112), (113, 120), (121, 127), (128, 139), (140, 144), (145, 153), (154, 164), (165, 175), (176, 191)]",s02e07_seg02_clip_06
"[(1, 13), (14, 25), (26, 35), (36, 49), (50, 75), (76, 88), (89, 92), (93, 100), (101, 104), (105, 110), (111, 119), (120, 123), (124, 137), (138, 140), (141, 173)]",s02e07_seg02_clip_07
"[(1, 7), (8, 21), (22, 28), (29, 30), (31, 42), (43, 59), (60, 63), (64, 102), (103, 124), (125, 133), (134, 149), (150, 153), (154, 160), (161, 166), (167, 169), (170, 172), (173, 179)]",s02e07_seg02_clip_09
"[(1, 3), (4, 13), (14, 24), (25, 53), (54, 80), (81, 94), (95, 101), (102, 121), (122, 122), (123, 128), (129, 152), (153, 156), (157, 164), (165, 184), (185, 188)]",s02e07_seg02_clip_10
"[(1, 26), (27, 34), (35, 38), (39, 50), (51, 60), (61, 63), (64, 67), (68, 83), (84, 91), (92, 94), (95, 101), (102, 106), (107, 111), (112, 119), (120, 137), (138, 143), (144, 173)]",s02e07_seg02_clip_11
"[(1, 2), (3, 14), (15, 32), (33, 61), (62, 67), (68, 81), (82, 99), (100, 111), (112, 116), (117, 121), (122, 132), (133, 137), (138, 149), (150, 155), (156, 162), (163, 176), (177, 185)]",s02e07_seg02_clip_12
"[(1, 6), (7, 9), (10, 14), (15, 25), (26, 30), (31, 38), (39, 48), (49, 52), (53, 59), (60, 71), (72, 84), (85, 92), (93, 101), (102, 121), (122, 126), (127, 136), (137, 151), (152, 161), (162, 177), (178, 185)]",s02e07_seg02_clip_13
"[(1, 10), (11, 14), (15, 18), (19, 28), (29, 51), (52, 60), (61, 66), (67, 102), (103, 106), (107, 121), (122, 128), (129, 134), (135, 136), (137, 175), (176, 182)]",s02e07_seg02_clip_14
"[(1, 19), (20, 29), (30, 50), (51, 54), (55, 79), (80, 87), (88, 96), (97, 101), (102, 109), (110, 113), (114, 132), (133, 136), (137, 149), (150, 154), (155, 163), (164, 170), (171, 179)]",s02e07_seg02_clip_15
"[(1, 2), (3, 11), (12, 21), (22, 25), (26, 29), (30, 38), (39, 48), (49, 57), (58, 73), (74, 85), (86, 99), (100, 104), (105, 127), (128, 132), (133, 140), (141, 150), (151, 159), (160, 166), (167, 181), (182, 206), (207, 227)]",s02e07_seg02_clip_16
"[(1, 15), (16, 17), (18, 24), (25, 37), (38, 42), (43, 45), (46, 54), (55, 57), (58, 66), (67, 88), (89, 91), (92, 96), (97, 100), (101, 106), (107, 120), (121, 127), (128, 140)]",s02e08_seg01_clip_02
"[(1, 10), (11, 35), (36, 53), (54, 58), (59, 76), (77, 84), (85, 88), (89, 98), (99, 112), (113, 117), (118, 137), (138, 140), (141, 143), (144, 147), (148, 154), (155, 160), (161, 179), (180, 181), (182, 188)]",s02e08_seg02_clip_00
"[(1, 4), (5, 11), (12, 17), (18, 30), (31, 34), (35, 46), (47, 63), (64, 91), (92, 111), (112, 115), (116, 141), (142, 150), (151, 160), (161, 163), (164, 176), (177, 179)]",s02e08_seg02_clip_01
"[(1, 3), (4, 7), (8, 14), (15, 20), (21, 27), (28, 47), (48, 59), (60, 70), (71, 74), (75, 85), (86, 87), (88, 93), (94, 112), (113, 130), (131, 143), (144, 146), (147, 159), (160, 188)]",s02e08_seg02_clip_02
"[(1, 9), (10, 14), (15, 23), (24, 31), (32, 54), (55, 63), (64, 73), (74, 78), (79, 82), (83, 93), (94, 107), (108, 112), (113, 115), (116, 141), (142, 145), (146, 150), (151, 164), (165, 176)]",s02e08_seg02_clip_03
"[(1, 13), (14, 20), (21, 23), (24, 29), (30, 37), (38, 43), (44, 47), (48, 51), (52, 78), (79, 83), (84, 97), (98, 103), (104, 110), (111, 124), (125, 129), (130, 141), (142, 146), (147, 151), (152, 165), (166, 168), (169, 173)]",s02e08_seg02_clip_05
"[(1, 2), (3, 21), (22, 25), (26, 35), (36, 38), (39, 55), (56, 60), (61, 65), (66, 72), (73, 78), (79, 83), (84, 90), (91, 100), (101, 112), (113, 120), (121, 154), (155, 160), (161, 167), (168, 171), (172, 173), (174, 179), (180, 186), (187, 188)]",s02e08_seg02_clip_06
"[(1, 13), (14, 18), (19, 24), (25, 39), (40, 49), (50, 54), (55, 62), (63, 70), (71, 90), (91, 95), (96, 104), (105, 107), (108, 112), (113, 124), (125, 134), (135, 146), (147, 150), (151, 153), (154, 172), (173, 180), (181, 186), (187, 191)]",s02e08_seg02_clip_07
"[(1, 12), (13, 22), (23, 32), (33, 40), (41, 43), (44, 46), (47, 53), (54, 57), (58, 74), (75, 79), (80, 86), (87, 109), (110, 127), (128, 146), (147, 171), (172, 176)]",s02e08_seg02_clip_08
"[(1, 8), (9, 21), (22, 25), (26, 35), (36, 46), (47, 58), (59, 83), (84, 99), (100, 113), (114, 127), (128, 141), (142, 151), (152, 171), (172, 175), (176, 179)]",s02e08_seg02_clip_09
"[(1, 3), (4, 11), (12, 21), (22, 32), (33, 39), (40, 52), (53, 59), (60, 66), (67, 81), (82, 84), (85, 89), (90, 105), (106, 117), (118, 130), (131, 135), (136, 137), (138, 144), (145, 151), (152, 156), (157, 159), (160, 162), (163, 168), (169, 170), (171, 175), (176, 182)]",s02e08_seg02_clip_11
"[(1, 9), (10, 14), (15, 20), (21, 24), (25, 30), (31, 32), (33, 39), (40, 41), (42, 45), (46, 62), (63, 85), (86, 111), (112, 130), (131, 144), (145, 152), (153, 164), (165, 174), (175, 181), (182, 188)]",s02e08_seg02_clip_12
"[(1, 12), (13, 16), (17, 44), (45, 50), (51, 60), (61, 65), (66, 71), (72, 75), (76, 93), (94, 96), (97, 99), (100, 112), (113, 115), (116, 118), (119, 122), (123, 131), (132, 135), (136, 149), (150, 155), (156, 159), (160, 166), (167, 173), (174, 179)]",s02e08_seg02_clip_13
"[(1, 7), (8, 10), (11, 25), (26, 28), (29, 53), (54, 62), (63, 71), (72, 96), (97, 108), (109, 117), (118, 121), (122, 133), (134, 137), (138, 148), (149, 151), (152, 163), (164, 166), (167, 169), (170, 176), (177, 178), (179, 181), (182, 185)]",s02e08_seg02_clip_14
"[(1, 9), (10, 14), (15, 33), (34, 55), (56, 64), (65, 82), (83, 87), (88, 102), (103, 105), (106, 106), (107, 116), (117, 152), (153, 159), (160, 182), (183, 192), (193, 209), (210, 217), (218, 263)]",s02e08_seg02_clip_15
"[(1, 7), (8, 17), (18, 24), (25, 33), (34, 43), (44, 52), (53, 63), (64, 68), (69, 100), (101, 105), (106, 118), (119, 141), (142, 151), (152, 154), (155, 171), (172, 183), (184, 185)]",s02e09_seg02_clip_00
"[(1, 4), (5, 13), (14, 20), (21, 24), (25, 33), (34, 40), (41, 46), (47, 54), (55, 58), (59, 65), (66, 68), (69, 77), (78, 83), (84, 98), (99, 108), (109, 115), (116, 117), (118, 132), (133, 137), (138, 150), (151, 154), (155, 162), (163, 167), (168, 174), (175, 182)]",s02e09_seg02_clip_01
"[(1, 2), (3, 17), (18, 21), (22, 42), (43, 51), (52, 66), (67, 71), (72, 74), (75, 90), (91, 107), (108, 111), (112, 128), (129, 142), (143, 156), (157, 159), (160, 162), (163, 174), (175, 178), (179, 190), (191, 194), (195, 197)]",s02e09_seg02_clip_02
"[(1, 10), (11, 27), (28, 38), (39, 56), (57, 61), (62, 73), (74, 77), (78, 93), (94, 100), (101, 117), (118, 122), (123, 144), (145, 147), (148, 158), (159, 164), (165, 167)]",s02e09_seg02_clip_03
"[(1, 5), (6, 15), (16, 24), (25, 29), (30, 44), (45, 50), (51, 60), (61, 67), (68, 71), (72, 75), (76, 84), (85, 92), (93, 103), (104, 112), (113, 121), (122, 137), (138, 149), (150, 187), (188, 201), (202, 212)]",s02e09_seg02_clip_04
"[(1, 2), (3, 9), (10, 13), (14, 24), (25, 37), (38, 43), (44, 55), (56, 72), (73, 80), (81, 92), (93, 99), (100, 111), (112, 127), (128, 134), (135, 152)]",s02e09_seg02_clip_05
"[(1, 9), (10, 13), (14, 40), (41, 49), (50, 53), (54, 74), (75, 90), (91, 96), (97, 105), (106, 113), (114, 118), (119, 138), (139, 146), (147, 158), (159, 185), (186, 194)]",s02e09_seg02_clip_06
"[(1, 7), (8, 13), (14, 19), (20, 24), (25, 35), (36, 42), (43, 53), (54, 59), (60, 61), (62, 66), (67, 82), (83, 85), (86, 89), (90, 95), (96, 102), (103, 107), (108, 122), (123, 132), (133, 151), (152, 154), (155, 165), (166, 169), (170, 176)]",s02e09_seg02_clip_10
"[(1, 9), (10, 13), (14, 18), (19, 37), (38, 41), (42, 66), (67, 86), (87, 99), (100, 115), (116, 124), (125, 130), (131, 147), (148, 157), (158, 182)]",s02e09_seg02_clip_11
"[(1, 5), (6, 10), (11, 14), (15, 19), (20, 23), (24, 27), (28, 36), (37, 51), (52, 57), (58, 93), (94, 116), (117, 127), (128, 130), (131, 139), (140, 142), (143, 147), (148, 151), (152, 188)]",s02e09_seg02_clip_12
"[(1, 6), (7, 14), (15, 47), (48, 51), (52, 57), (58, 72), (73, 76), (77, 85), (86, 88), (89, 93), (94, 107), (108, 114), (115, 124), (125, 142), (143, 145), (146, 154), (155, 164), (165, 169), (170, 173), (174, 179)]",s02e09_seg02_clip_13
"[(1, 6), (7, 13), (14, 17), (18, 21), (22, 25), (26, 31), (32, 33), (34, 39), (40, 42), (43, 68), (69, 74), (75, 80), (81, 89), (90, 93), (94, 98), (99, 105), (106, 112), (113, 129), (130, 133), (134, 136), (137, 151), (152, 159), (160, 172), (173, 176), (177, 186), (187, 188)]",s02e09_seg02_clip_15
"[(1, 17), (18, 39), (40, 55), (56, 60), (61, 67), (68, 86), (87, 95), (96, 104), (105, 114), (115, 117), (118, 119), (120, 125), (126, 133), (134, 138), (139, 143), (144, 152), (153, 172), (173, 175), (176, 192), (193, 196), (197, 206), (207, 213), (214, 225), (226, 235), (236, 248)]",s02e09_seg02_clip_16
"[(1, 2), (3, 14), (15, 29), (30, 31), (32, 51), (52, 60), (61, 76), (77, 79), (80, 90), (91, 94), (95, 110), (111, 115), (116, 137), (138, 141), (142, 166), (167, 169), (170, 176), (177, 179)]",s02e10_seg01_clip_01
"[(1, 12), (13, 24), (25, 35), (36, 46), (47, 50), (51, 65), (66, 73), (74, 98), (99, 109), (110, 114), (115, 130), (131, 137), (138, 149), (150, 161), (162, 181), (182, 191), (192, 197), (198, 207), (208, 215), (216, 220), (221, 234), (235, 267), (268, 269)]",s02e10_seg01_clip_02
"[(1, 9), (10, 20), (21, 29), (30, 45), (46, 49), (50, 76), (77, 84), (85, 90), (91, 94), (95, 103), (104, 113), (114, 119), (120, 123), (124, 130), (131, 136), (137, 143), (144, 154), (155, 157), (158, 160), (161, 164), (165, 167), (168, 177), (178, 185), (186, 200)]",s02e10_seg02_clip_00
"[(1, 5), (6, 7), (8, 31), (32, 80), (81, 84), (85, 90), (91, 95), (96, 97), (98, 101), (102, 105), (106, 116), (117, 126), (127, 131), (132, 143), (144, 146), (147, 162), (163, 176)]",s02e10_seg02_clip_01
"[(1, 7), (8, 12), (13, 28), (29, 31), (32, 37), (38, 42), (43, 56), (57, 64), (65, 70), (71, 75), (76, 101), (102, 128), (129, 150), (151, 165), (166, 170), (171, 175), (176, 179)]",s02e10_seg02_clip_02
"[(1, 6), (7, 9), (10, 15), (16, 44), (45, 48), (49, 75), (76, 81), (82, 102), (103, 108), (109, 132), (133, 147), (148, 151), (152, 156), (157, 164), (165, 182)]",s02e10_seg02_clip_03
"[(1, 2), (3, 9), (10, 36), (37, 50), (51, 61), (62, 64), (65, 68), (69, 73), (74, 81), (82, 98), (99, 103), (104, 110), (111, 118), (119, 125), (126, 139), (140, 148), (149, 169), (170, 174), (175, 176)]",s02e10_seg02_clip_04
"[(1, 8), (9, 11), (12, 30), (31, 34), (35, 43), (44, 58), (59, 61), (62, 67), (68, 76), (77, 82), (83, 103), (104, 111), (112, 114), (115, 120), (121, 124), (125, 133), (134, 151), (152, 159), (160, 163), (164, 178), (179, 185)]",s02e10_seg02_clip_05
"[(1, 7), (8, 13), (14, 28), (29, 32), (33, 33), (34, 55), (56, 65), (66, 83), (84, 91), (92, 105), (106, 117), (118, 133), (134, 142), (143, 153), (154, 160), (161, 162), (163, 172), (173, 176), (177, 182)]",s02e10_seg02_clip_11
"[(1, 7), (8, 10), (11, 14), (15, 39), (40, 46), (47, 70), (71, 83), (84, 95), (96, 115), (116, 121), (122, 130), (131, 139), (140, 169), (170, 175), (176, 181), (182, 185)]",s02e10_seg02_clip_13
"[(1, 3), (4, 7), (8, 9), (10, 25), (26, 28), (29, 34), (35, 54), (55, 73), (74, 77), (78, 92), (93, 94), (95, 97), (98, 102), (103, 109), (110, 120), (121, 129), (130, 141), (142, 144), (145, 147), (148, 170)]",s02e10_seg02_clip_14
"[(1, 2), (3, 13), (14, 28), (29, 38), (39, 45), (46, 51), (52, 54), (55, 66), (67, 91), (92, 122), (123, 127), (128, 141), (142, 147), (148, 153), (154, 162), (163, 178), (179, 183), (184, 188)]",s02e10_seg02_clip_15
"[(1, 9), (10, 12), (13, 23), (24, 30), (31, 34), (35, 41), (42, 61), (62, 70), (71, 97), (98, 109), (110, 134), (135, 140), (141, 153), (154, 155)]",s02e10_seg02_clip_16
"[(1, 6), (7, 10), (11, 14), (15, 22), (23, 27), (28, 39), (40, 44), (45, 56), (57, 60), (61, 64), (65, 72), (73, 81), (82, 85), (86, 109), (110, 115), (116, 120), (121, 124), (125, 134), (135, 152), (153, 159), (160, 175), (176, 177), (178, 179)]",s02e11_seg01_clip_01
"[(1, 2), (3, 9), (10, 14), (15, 35), (36, 39), (40, 49), (50, 66), (67, 70), (71, 79), (80, 83), (84, 92), (93, 96), (97, 99), (100, 109), (110, 124), (125, 130), (131, 134), (135, 141), (142, 147), (148, 154), (155, 160), (161, 170), (171, 185), (186, 191), (192, 201), (202, 206), (207, 210), (211, 213), (214, 221), (222, 224)]",s02e11_seg01_clip_02
"[(1, 10), (11, 18), (19, 25), (26, 41), (42, 62), (63, 66), (67, 77), (78, 81), (82, 89), (90, 102), (103, 112), (113, 115), (116, 126), (127, 149), (150, 152), (153, 155), (156, 160), (161, 173), (174, 188)]",s02e11_seg02_clip_00
"[(1, 2), (3, 8), (9, 11), (12, 18), (19, 29), (30, 39), (40, 52), (53, 77), (78, 80), (81, 83), (84, 88), (89, 104), (105, 117), (118, 128), (129, 138), (139, 150), (151, 158), (159, 175), (176, 178), (179, 182)]",s02e11_seg02_clip_01
"[(1, 2), (3, 24), (25, 32), (33, 50), (51, 56), (57, 67), (68, 75), (76, 88), (89, 90), (91, 92), (93, 96), (97, 99), (100, 106), (107, 114), (115, 142), (143, 147), (148, 165), (166, 168), (169, 172), (173, 178), (179, 182)]",s02e11_seg02_clip_02
"[(1, 16), (17, 22), (23, 42), (43, 51), (52, 57), (58, 60), (61, 65), (66, 78), (79, 81), (82, 94), (95, 98), (99, 109), (110, 124), (125, 127), (128, 135), (136, 145), (146, 149), (150, 185)]",s02e11_seg02_clip_03
"[(1, 30), (31, 38), (39, 46), (47, 52), (53, 70), (71, 72), (73, 77), (78, 84), (85, 86), (87, 92), (93, 104), (105, 115), (116, 179)]",s02e11_seg02_clip_04
"[(1, 3), (4, 27), (28, 86), (87, 113), (114, 118), (119, 123), (124, 128), (129, 130), (131, 136), (137, 140), (141, 149), (150, 158), (159, 180), (181, 182)]",s02e11_seg02_clip_05
"[(1, 2), (3, 6), (7, 13), (14, 26), (27, 44), (45, 69), (70, 89), (90, 95), (96, 104), (105, 119), (120, 124), (125, 147), (148, 158), (159, 165), (166, 179)]",s02e11_seg02_clip_06
"[(1, 27), (28, 36), (37, 64), (65, 68), (69, 81), (82, 86), (87, 93), (94, 99), (100, 103), (104, 112), (113, 114), (115, 117), (118, 136), (137, 139), (140, 156), (157, 161), (162, 174), (175, 178), (179, 182)]",s02e11_seg02_clip_08
"[(1, 8), (9, 17), (18, 23), (24, 39), (40, 46), (47, 60), (61, 65), (66, 77), (78, 86), (87, 99), (100, 110), (111, 117), (118, 134), (135, 141), (142, 147), (148, 160), (161, 164), (165, 176), (177, 187), (188, 202), (203, 223), (224, 230)]",s02e11_seg02_clip_09
"[(1, 2), (3, 10), (11, 12), (13, 19), (20, 34), (35, 43), (44, 56), (57, 68), (69, 73), (74, 84), (85, 91), (92, 116), (117, 120), (121, 126), (127, 134), (135, 137)]",s02e11_seg02_clip_10
"[(1, 28), (29, 49), (50, 53), (54, 76), (77, 96), (97, 100), (101, 134), (135, 138), (139, 151), (152, 156), (157, 170), (171, 179)]",s02e11_seg02_clip_11
"[(1, 3), (4, 6), (7, 17), (18, 26), (27, 39), (40, 62), (63, 69), (70, 81), (82, 85), (86, 93), (94, 109), (110, 121), (122, 125), (126, 128), (129, 141), (142, 190), (191, 200)]",s02e11_seg02_clip_12
"[(1, 5), (6, 15), (16, 26), (27, 41), (42, 76), (77, 81), (82, 96), (97, 99), (100, 103), (104, 109), (110, 121), (122, 131), (132, 145), (146, 150), (151, 164)]",s02e11_seg02_clip_13
"[(1, 10), (11, 15), (16, 30), (31, 37), (38, 49), (50, 61), (62, 70), (71, 94), (95, 114), (115, 119), (120, 132), (133, 138), (139, 143), (144, 171), (172, 176)]",s02e11_seg02_clip_14
"[(1, 7), (8, 10), (11, 15), (16, 19), (20, 21), (22, 29), (30, 33), (34, 54), (55, 60), (61, 75), (76, 88), (89, 105), (106, 123), (124, 129), (130, 135), (136, 152), (153, 168), (169, 194), (195, 206)]",s02e11_seg02_clip_15
"[(1, 7), (8, 12), (13, 14), (15, 47), (48, 53), (54, 62), (63, 66), (67, 74), (75, 78), (79, 108), (109, 124), (125, 134), (135, 137)]",s02e11_seg02_clip_16
"[(1, 6), (7, 14), (15, 29), (30, 31), (32, 34), (35, 45), (46, 52), (53, 81), (82, 84), (85, 92), (93, 101), (102, 104), (105, 109), (110, 114), (115, 127), (128, 128), (129, 132), (133, 138), (139, 141), (142, 150), (151, 163), (164, 176), (177, 184), (185, 194)]",s02e12_seg01_clip_01
"[(1, 5), (6, 10), (11, 14), (15, 21), (22, 26), (27, 33), (34, 36), (37, 41), (42, 47), (48, 58), (59, 68), (69, 73), (74, 96), (97, 111), (112, 133), (134, 135), (136, 160), (161, 167), (168, 183), (184, 194)]",s02e12_seg02_clip_00
"[(1, 5), (6, 21), (22, 26), (27, 37), (38, 43), (44, 52), (53, 55), (56, 91), (92, 97), (98, 120), (121, 138), (139, 150), (151, 159), (160, 163), (164, 176)]",s02e12_seg02_clip_01
"[(1, 9), (10, 24), (25, 37), (38, 43), (44, 51), (52, 57), (58, 67), (68, 70), (71, 75), (76, 93), (94, 104), (105, 111), (112, 119), (120, 122), (123, 125), (126, 134), (135, 141), (142, 145), (146, 159), (160, 167), (168, 176), (177, 182)]",s02e12_seg02_clip_02
"[(1, 11), (12, 25), (26, 50), (51, 61), (62, 64), (65, 73), (74, 77), (78, 85), (86, 101), (102, 107), (108, 129), (130, 140), (141, 153), (154, 185)]",s02e12_seg02_clip_04
"[(1, 8), (9, 15), (16, 36), (37, 45), (46, 50), (51, 56), (57, 68), (69, 73), (74, 81), (82, 86), (87, 89), (90, 97), (98, 109), (110, 121), (122, 127), (128, 138), (139, 151), (152, 155), (156, 167), (168, 172), (173, 180), (181, 182)]",s02e12_seg02_clip_05
"[(1, 9), (10, 14), (15, 32), (33, 37), (38, 49), (50, 72), (73, 90), (91, 94), (95, 105), (106, 109), (110, 113), (114, 120), (121, 128), (129, 144), (145, 156), (157, 176)]",s02e12_seg02_clip_06
"[(1, 6), (7, 25), (26, 31), (32, 61), (62, 67), (68, 76), (77, 87), (88, 107), (108, 110), (111, 121), (122, 128), (129, 134), (135, 161), (162, 171), (172, 175), (176, 179)]",s02e12_seg02_clip_08
"[(1, 4), (5, 15), (16, 19), (20, 29), (30, 37), (38, 48), (49, 59), (60, 62), (63, 68), (69, 91), (92, 95), (96, 106), (107, 112), (113, 117), (118, 121), (122, 132), (133, 139), (140, 147), (148, 151), (152, 157), (158, 161), (162, 168), (169, 178), (179, 185)]",s02e12_seg02_clip_09
"[(1, 5), (6, 8), (9, 39), (40, 50), (51, 56), (57, 85), (86, 89), (90, 102), (103, 113), (114, 129), (130, 136), (137, 145), (146, 154), (155, 175), (176, 179)]",s02e12_seg02_clip_10
"[(1, 6), (7, 24), (25, 43), (44, 56), (57, 64), (65, 83), (84, 103), (104, 112), (113, 161), (162, 172), (173, 182)]",s02e12_seg02_clip_12
"[(1, 8), (9, 19), (20, 29), (30, 45), (46, 68), (69, 81), (82, 114), (115, 126), (127, 140), (141, 145), (146, 152), (153, 167), (168, 182), (183, 191), (192, 197), (198, 199), (200, 200), (201, 204), (205, 209)]",s02e12_seg02_clip_13
"[(1, 15), (16, 27), (28, 46), (47, 52), (53, 58), (59, 66), (67, 70), (71, 80), (81, 83), (84, 99), (100, 114), (115, 122), (123, 126), (127, 145), (146, 156), (157, 160), (161, 164), (165, 168), (169, 171), (172, 175), (176, 179)]",s02e12_seg02_clip_15
"[(1, 8), (9, 15), (16, 20), (21, 35), (36, 37), (38, 39), (40, 46), (47, 52), (53, 56), (57, 62), (63, 65), (66, 71), (72, 75), (76, 83), (84, 87), (88, 104), (105, 109), (110, 136), (137, 155), (156, 171), (172, 182), (183, 185)]",s02e12_seg02_clip_16
"[(1, 11), (12, 23), (24, 36), (37, 48), (49, 58), (59, 73), (74, 93), (94, 97), (98, 104), (105, 109), (110, 113), (114, 118), (119, 122), (123, 125)]",s02e13_seg01_clip_02
"[(1, 7), (8, 9), (10, 44), (45, 73), (74, 84), (85, 135), (136, 141), (142, 177), (178, 185)]",s02e13_seg02_clip_00
"[(1, 20), (21, 34), (35, 43), (44, 64), (65, 71), (72, 88), (89, 107), (108, 114), (115, 138), (139, 145), (146, 149), (150, 152), (153, 158), (159, 164), (165, 168), (169, 179), (180, 185)]",s02e13_seg02_clip_01
"[(1, 2), (3, 7), (8, 11), (12, 19), (20, 28), (29, 56), (57, 80), (81, 104), (105, 108), (109, 128), (129, 146), (147, 185)]",s02e13_seg02_clip_02
"[(1, 5), (6, 14), (15, 18), (19, 24), (25, 35), (36, 44), (45, 51), (52, 55), (56, 65), (66, 72), (73, 92), (93, 99), (100, 103), (104, 133), (134, 135), (136, 151), (152, 157), (158, 176)]",s02e13_seg02_clip_03
"[(1, 20), (21, 29), (30, 52), (53, 57), (58, 81), (82, 89), (90, 99), (100, 110), (111, 118), (119, 121), (122, 138), (139, 152), (153, 164), (165, 171), (172, 182)]",s02e13_seg02_clip_04
"[(1, 6), (7, 17), (18, 33), (34, 41), (42, 48), (49, 65), (66, 70), (71, 81), (82, 86), (87, 104), (105, 127), (128, 136), (137, 146), (147, 173), (174, 188), (189, 192), (193, 198), (199, 203)]",s02e13_seg02_clip_05
"[(1, 13), (14, 18), (19, 28), (29, 30), (31, 41), (42, 56), (57, 76), (77, 86), (87, 96), (97, 103), (104, 112), (113, 122), (123, 126), (127, 134), (135, 143), (144, 163), (164, 170)]",s02e13_seg02_clip_06
"[(1, 28), (29, 92), (93, 97), (98, 118), (119, 144), (145, 149), (150, 173)]",s02e13_seg02_clip_10
"[(1, 35), (36, 39), (40, 50), (51, 64), (65, 85), (86, 93), (94, 101), (102, 105), (106, 113), (114, 140), (141, 144), (145, 165), (166, 176), (177, 181), (182, 188)]",s02e13_seg02_clip_11
