anno_idx,end,imdbid,start,text_gen,text_gt
2693,300.131,tt1256024,296.484,"['Penny hands Sheldon money, which he counts and pockets.', 'Sheldon receives money from Penny and quickly counts it.', 'Penny gives Sheldon a wad of cash, which he puts away.', 'Sheldon takes the money Penny offers, counting it with interest.', 'Penny hands Sheldon a sum of money, which he swiftly counts.']","Penny puts one bill in his hand, then takes it back, along with more cash."
2694,418.247,tt1256024,417.325,"['Penny runs away quickly.', 'Leonard and Sheldon look at each other.', 'Penny holds papers and box.', 'Leonard and Sheldon share a glance.', 'Penny leaves with box and papers.']",She hurries upstairs.
2695,420.665,tt1256024,419.57,"['Sheldon looks up at Leonard.', 'Leonard reads, Sheldon looks up.', 'Sheldon looks up at the paper.', 'Leonard reads, Sheldon gazes up.', 'Sheldon raises his eyes to Leonard.']",Leonard turns to Sheldon.
2696,469.526,tt1256024,468.988,"['Penny watches TV.', 'Leonard eats food.', 'Penny and Leonard eat.', 'Leonard talks to Raj.', 'They eat food.']",They smile.
2697,547.598,tt1256024,546.0,"['Penny gives Leonard a drink.', 'Leonard drinks the drink handed by Penny.', 'Penny slaps Leonard and walks away.', 'Penny gives and then slaps Leonard.', 'Leonard receives a drink, then gets slapped.']","Raj returns, then steps out again."
2698,555.218,tt1256024,554.256,"['Penny walks away from Leonard.', 'Leonard talks to Penny nearby.', 'Sheldon eats while sitting.', 'Penny holds a plate of food.', 'Leonard talks to Penny standing.']",Penny picks up her food.
2699,560.279,tt1256024,559.721,"['Penny walks out.', 'Penny opens door.', 'Penny walks back.', 'Penny enters room.', 'Penny walks in.']",Penny leaves.
2700,593.113,tt1256024,592.343,"['Leonard enters the room.', 'He opens the door.', 'Leonard walks in.', 'He enters the room.', 'Leonard opens the door.']",Leonard walks in.
2701,780.638,tt1256024,779.87,"['Penny looks at Leonard.', 'Leonard holds a candle.', 'Penny looks at Leonard.', 'Leonard holds a candle.', 'Penny looks at Leonard.']",She smiles.
2702,806.795,tt1256024,805.93,"['Raj looks at Leonard.', 'Leonard speaks to Raj.', 'Raj focuses on the game.', ""Leonard addresses Raj's attention."", 'Raj eyes the board game.']",Leonard shuffles in.
2703,816.013,tt1256024,814.956,"['Howard rolls the dice.', 'Howard moves the token.', 'Howard interacts with the board.', 'He rolls the dice now.', 'Howard takes a roll.']",Howard taps his own chest.
2704,886.705,tt1256024,884.21,"['Sheldon stands up and walks towards the table, sitting down beside Howard.', 'Howard looks at Sheldon as he takes a seat at the table.', 'Sheldon and Howard sit together at the table, engaged in a game.', 'Sheldon walks over to the table, joining Howard in a board game.', 'Sheldon and Howard sit at the table, focusing on their board game.']","Sheldon glances at Howard and Raj, then turns to Leonard."
2705,917.375,tt1256024,915.878,"['Leonard stands, Sheldon beside him.', 'Leonard and Sheldon sit together.', 'Leonard and Sheldon converse near the dartboard.', 'Sheldon sits, Leonard nearby, with the dartboard visible.', 'Leonard and Sheldon sit, surrounded by the dartboard.']","Leonard walks out, then returns."
2706,951.381,tt1256024,949.002,"['Leonard points at the wall, where a number is visible.', 'Raj stares at the wall with Leonard pointing nearby.', 'Sheldon stands in front of his friends, looking away.', 'Howard stands with Leonard and Raj, gazing at the wall.', ""Leonard's finger follows the number on the wall, catching Raj's attention.""]",Leonard's friends stand straight and puff out their chests.
2707,952.724,tt1256024,952.072,"['Sheldon points at Raj.', 'Leonard and friends look around.', 'Raj stands still.', 'Sheldon gestures at Raj.', 'They scan the area.']",Leonard knocks.
2708,957.618,tt1256024,956.14,"['Raj points at the door.', 'The others stare at the door.', 'Raj gestures at the door.', 'They stand and look at Raj.', 'Raj indicates the door to them.']","Holding a beer, Kurt opens the door."
2709,960.535,tt1256024,959.306,"['Leonard enters the room.', 'Leonard gazes at himself.', 'Leonard looks at the mirror.', 'Leonard repeatedly looks at his reflection.', 'Leonard examines his appearance.']",Howard makes the sign of the cross.
2710,997.195,tt1256024,994.778,"['Leonard holds a beer bottle and touches his forehead.', 'Raj looks at Leonard while he touches his forehead.', 'Leonard holds a beer bottle and looks at Raj.', 'Raj and Leonard interact while Leonard holds a beer.', 'Leonard touches his forehead while holding a beer bottle.']","As Kurt moves to smooth his own hair, Leonard flinches."
2711,1007.535,tt1256024,1006.519,"['Leonard turns to Raj and Howard.', 'Sheldon and Leonard look at them.', 'Leonard and Sheldon face Raj and Howard.', 'Sheldon and Leonard turn to them.', 'Leonard and Sheldon glance at Raj and Howard.']",Kurt closes the door.
2712,1036.204,tt1256024,1034.737,"['Sheldon points at the door.', 'Raj stands in front, others behind.', 'Sheldon gestures to the door.', 'He points at the door.', 'Sheldon stands, pointing to the door.']","Howard, Raj, and Sheldon leave."
2713,1044.628,tt1256024,1043.836,"['He walks to door.', 'He knocks on door.', 'He looks around door.', 'He approaches door.', 'He knocks on door.']",He knocks on the door.
2714,1046.866,tt1256024,1045.998,"['Leonard opens the door.', 'Leonard walks to the door.', 'Leonard looks inside the door.', 'He opens the door slowly.', 'Leonard enters the space.']",Kurt opens the door.
2715,1069.077,tt1256024,1066.395,"[""Leonard looks at Raj, who's looking at the road."", 'Sheldon stares at Raj from the backseat.', 'Leonard and Raj glance at each other.', 'Leonard drives, with Sheldon observing Raj.', 'Raj looks ahead, with Sheldon and Leonard watching.']","Next, Sheldon, Raj, and Howard ride in Leonard's car."
2716,94.44,tt1256025,92.037,"['Leonard puts down the phone and texts.', 'Penny and Howard stand behind Leonard as he texts.', 'Raj looks at Leonard as he types away.', 'Sheldon stands next to Leonard, watching him text.', 'Leonard types on his phone with Penny and Howard nearby.']","Leonard hangs up and faces the others, who stare at him."
2717,98.833,tt1256025,97.871,"['Leonard stands talking to Penny.', 'Penny looks at Leonard speaking.', 'Leonard talks to seated Penny.', 'Penny gazes at talking Leonard.', 'Leonard converses with Penny sitting.']",Power turns to Sheldon.
2718,130.577,tt1256025,126.097,"['Penny looks at Dr. Hofstadter as they enter the elevator together.', 'Dr. Hofstadter and Penny enter the elevator, exchanging a brief glance.', 'Penny and Dr. Hofstadter step into the elevator, their eyes meeting briefly.', 'Penny and Dr. Hofstadter enter the elevator, each looking at the other.', 'Dr. Hofstadter and Penny enter the elevator, their gazes crossing in a fleeting moment.']","Carrying an empty laundry basket, Penny approaches a brunette woman staring at the taped-off elevator."
2719,183.147,tt1256025,181.841,"['Beverly shakes hands with Penny.', 'Penny holds a laundry basket.', 'Beverly and Penny shake hands.', 'Penny holds a laundry basket.', 'Beverly shakes hands with her.']",Beverly shakes Penny's hand.
2720,193.202,tt1256025,192.318,"['Beverly pulls a suitcase.', 'Penny carries a laundry basket.', 'Beverly looks at Penny.', 'Penny walks up the stairs.', 'Beverly pulls a suitcase up stairs.']",They walk upstairs.
2721,235.72,tt1256025,234.854,"['Penny and Beverly look at each other.', 'Penny and Beverly enter the elevator.', 'Beverly and Penny gaze at each other.', 'They step into the elevator together.', 'Penny and Beverly walk into the elevator.']",They reach another floor.
2722,236.93,tt1256025,235.873,"['Penny looks at Beverly.', 'Beverly talks to Penny.', 'Penny looks at Beverly.', 'Beverly and Penny interact.', 'Penny faces Beverly.']",Beverly stares at Penny.
2723,269.528,tt1256025,267.992,"['Beverly looks at Penny holding laundry.', 'Penny holds laundry as Beverly examines.', ""Beverly inspects Penny's basket of laundry."", 'Penny holds laundry as Beverly observes.', 'Beverly looks at Penny with laundry.']",They walk upstairs.
2724,295.114,tt1256025,293.925,"['Penny knocks on the door.', 'Beverly opens the door.', 'Penny enters the room.', 'Beverly talks to Penny.', 'Penny knocks on the door again.']",Penny knocks on Leonard's door.
2725,295.939,tt1256025,295.44,"['Penny knocks three times.', 'Penny knocks repeatedly.', 'Beverly looks at Penny.', 'Penny knocks and waits.', 'Penny knocks three times again.']",He opens it.
2726,310.427,tt1256025,308.105,"['Leonard pulls a suitcase as he enters the room with Beverly.', 'Beverly talks to a man in a lab coat holding a paper.', 'Leonard and Beverly enter a room, both with a suitcase.', 'Beverly converses with a lab-coated man holding a piece of paper.', 'Leonard pulls a suitcase as they enter a room together.']","Beverly walks past Leonard, who picks up her suitcase."
2727,314.763,tt1256025,313.228,"['Beverly holds a cup and saucer.', 'Leonard pulls a suitcase behind him.', 'Beverly looks at Leonard on the floor.', 'Leonard looks down, holding back.', 'Beverly holds a cup, Leonard trails behind.']","Later, Leonard serves her mother tea."
2728,326.756,tt1256025,325.931,"['Leonard takes the cup.', 'Beverly hands Leonard the cup.', 'Beverly puts down the cup.', 'Leonard receives the cup.', 'Sheldon watches Leonard.']",She sips the tea.
2729,331.246,tt1256025,329.96,"['Leonard and Sheldon hold cups standing.', 'Sheldon and Leonard stand with cups.', 'Leonard and Sheldon hold cups together.', 'Sheldon and Leonard hold cups upright.', 'Leonard and Sheldon stand with cups held.']",She hands the teacup to Leonard.
2730,334.964,tt1256025,333.063,"['Leonard and Sheldon hold cups and converse.', 'Sheldon sits on the couch with Beverly.', 'Leonard and Sheldon share cups in conversation.', 'Sheldon talks with Beverly on the couch.', 'Leonard and Sheldon hold cups together.']",Sheldon sits nearby.
2731,420.578,tt1256025,419.005,"['Beverly walks towards Leonard and Sheldon.', 'Leonard and Sheldon watch Beverly approach.', 'Beverly heads towards the whiteboard.', 'Beverly stands up and walks to the couch.', 'Beverly walks towards the men on the couch.']",She puts her teacup down and stands.
2732,424.206,tt1256025,423.132,"['Leonard and Sheldon sit on the couch.', 'Beverly walks away from the room.', 'Beverly exits the living room.', 'Sheldon and Leonard sit together.', 'Beverly leaves the living room.']",She walks to the bathroom.
2733,470.038,tt1256025,466.755,"['Sheldon holds a bottle of water while talking to Leonard.', 'Sheldon talks to Leonard while holding a bottle of water.', 'Sheldon holds a bottle of water as he converses with Leonard.', 'Sheldon Cooper holds a bottle of water, speaking to Leonard.', 'Sheldon holds a bottle of water while discussing something with Leonard.']","Later, Beverly sits with Leonard and his friends in the university cafeteria."
2734,550.651,tt1256025,549.922,"['Sheldon looks at her.', 'Raj and Howard glance at each other.', 'Sheldon gazes at Dr. Beverly.', 'Raj and Howard stare at each other.', 'Sheldon eyes the water bottle.']",Beverly returns.
2735,684.92,tt1256025,684.034,"['Howard speaks to Raj.', 'Raj listens to Howard.', 'Sheldon looks at them.', 'Water bottle and soda can sit.', 'Howard and Raj converse.']",Sheldon stares at them.
2736,704.1,tt1256025,702.926,"['Penny walks away from Leonard.', 'Leonard enters the room, then Penny leaves.', 'Penny holds a bottle, then walks away.', 'Leonard enters, Penny talks, then exits.', 'Penny walks away from Leonard holding a bottle.']",She hands him a bottle of wine.
2737,717.568,tt1256025,715.911,"['Penny pours wine, Leonard sits down.', 'Penny pours wine, Leonard takes a seat.', 'Leonard sits, Penny pours wine for him.', 'Penny pours wine, Leonard settles on couch.', 'Leonard sits, Penny hands him wine.']",He puts the wine bottle on the coffee table.
2738,946.242,tt1256025,944.86,"['Penny holds a wine glass beside Leonard.', ""Leonard listens to Penny's words."", 'Penny and Leonard sit together.', 'Penny looks at Leonard with a glass.', 'Penny and Leonard sit with drinks.']",Leonard licks salt off Penny's neck.
2739,953.172,tt1256025,952.29,"['Penny drinks wine.', 'Leonard sips water.', 'Penny takes a sip.', 'They share a drink.', 'Penny holds wine.']",Leonard drinks a shot.
2740,966.25,tt1256025,965.846,"['Penny hugs Leonard.', 'Leonard holds the remote.', 'Penny eats food.', 'Leonard looks at Penny.', 'Penny hugs Leonard.']",They kiss.
2741,974.772,tt1256025,972.987,"[""Penny repeatedly kisses Leonard's cheek and mouth."", 'Leonard receives multiple kisses from Penny.', ""Penny's lips touch Leonard's face multiple times."", ""Leonard's face is kissed by Penny repeatedly."", ""Penny's kisses cover Leonard's cheek and mouth.""]","Across the hall, Sheldon sits with Beverly."
2742,1037.125,tt1256025,1035.647,"['Sheldon listens attentively to Beverly.', 'Beverly talks to attentive Sheldon.', ""Sheldon focuses on Beverly's words."", ""Beverly addresses Sheldon's gaze."", 'Sheldon sits with a coffee cup.']","In her bed, Penny makes out with Leonard."
2743,1132.597,tt1256025,1130.254,"['Beverly hugs Leonard before walking away.', 'Leonard is hugged by Beverly before she departs.', 'Beverly gives Leonard a quick hug and exits.', 'Leonard is hugged and then left by Beverly.', 'Beverly hugs Leonard and walks away with her suitcase.']","She holds out her arms, then pats Leonard's head as he hugs her."
2744,1134.518,tt1256025,1133.712,"['Leonard hugs Beverly, then walks away.', 'Beverly hugs Leonard, then leaves.', 'Leonard and Beverly share a hug.', 'Beverly and Leonard hug, then separate.', 'They share a brief hug and part.']",She pushes him away.
2745,69.551,tt1256026,68.567,"['Sheldon holds a gun.', 'Leonard listens to Sheldon.', 'Raj looks at Sheldon.', 'Howard looks at Sheldon.', 'Sheldon holds a gun.']",The others stare at Sheldon.
2746,84.774,tt1256026,83.503,"['Howard runs back into the room.', 'Howard looks around the room.', 'Howard runs out and back in.', 'Howard enters and exits quickly.', 'Howard runs in and out fast.']","Sheldon, Leonard, and Raj run out."
2747,94.893,tt1256026,90.499,"['Howard Wolowitz runs into the room and quickly exits, looking around.', 'Howard Wolowitz rushes into the room, glances around, and then leaves.', 'Howard Wolowitz bursts into the room, takes a quick look around, and exits.', 'Howard Wolowitz enters the room, looks around briefly, and then quickly exits.', 'Howard Wolowitz enters, looks around the room, and quickly exits.']","A player wearing pads and camouflage rolls into the barn, then stands and points a paintball handgun at Howard."
2748,98.594,tt1256026,97.592,"['Howard jumps behind a wall.', 'Howard takes cover behind a wall.', 'Howard stands up and looks around.', 'Howard looks around cautiously.', 'Howard peeks from behind a wall.']",Leslie lifts her visor.
2749,144.276,tt1256026,143.292,"['Leslie looks at Howard running.', 'Howard runs from Leslie.', 'Leslie watches Howard flee.', 'Howard runs away quickly.', 'Leslie sees Howard go.']",Howard fumbles his gun.
2750,161.99,tt1256026,161.006,"['Leslie kisses Howard holding a gun.', 'Howard holds a gun while kissed.', 'Leslie kisses Howard with a gun.', 'Howard is kissed with gun in hand.', 'Leslie kisses Howard, gun nearby.']",Leslie kisses Howard.
2751,169.264,tt1256026,168.298,"['Leslie kisses Howard on a hay bale.', 'Howard holds a gun on his lap.', 'Leslie holds a gun in her hand.', 'Howard and Leslie wear helmets and hold guns.', 'Leslie and Howard sit on a hay bale.']",War is hell.
2752,198.926,tt1256026,197.751,"['Leonard and friends sit down to eat.', 'The four friends gather for a meal.', 'Sheldon, Howard, Raj, and Leonard dine together.', 'They all look at each other at the table.', 'Leonard, Raj, Howard, and Sheldon eat together.']",The university cafeteria.
2753,221.823,tt1256026,220.667,"['Leslie looks at Sheldon and Leonard.', 'Sheldon and Leonard listen to Leslie.', 'Leslie holds a bottle of water.', 'Leslie focuses on Sheldon and Leonard.', 'She addresses the group with a bottle.']",Leslie walks off.
2754,272.458,tt1256026,271.363,"['Raj talks to Howard, near sandwiches.', ""Sheldon stares at Leonard's sandwiches."", 'Raj and Howard sit with sandwiches.', ""Sheldon looks at Leonard's table."", 'Raj and Howard share sandwiches.']",Howard fidgets in his chair.
2755,381.642,tt1256026,380.798,"['Penny walks to Leonard.', 'Leonard looks at Penny.', 'Penny approaches Leonard.', 'Leonard sits with laptop.', 'Penny stands up to Leonard.']",Penny slides over.
2756,385.634,tt1256026,384.982,"['Sheldon takes telescope.', 'Sheldon walks out.', 'Leonard looks at Sheldon.', 'Sheldon picks up telescope.', 'Sheldon exits with telescope.']",Sheldon leaves.
2757,402.465,tt1256026,400.392,"['Penny holds a remote control while looking at Leonard.', 'Leonard sits and listens as Penny talks to him.', 'Penny stands and talks to seated Leonard.', 'Penny holds a remote control, gazing at Leonard.', 'Leonard sits, and Penny stands, holding a remote.']",She picks up a paintball rifle.
2758,418.024,tt1256026,415.549,"['Penny points at the couch with a green stain.', 'Leonard holds a red book while Penny gestures.', 'Penny looks at Leonard, who examines the book.', 'Penny points at the couch, with Leonard nearby.', ""Leonard holds a book, with Penny's hand gesturing nearby.""]",She shoots a green paintball onto Sheldon's spot on the couch.
2759,420.749,tt1256026,418.331,"['Penny stands, looking at Leonard and holding a green object.', 'Leonard listens as Penny speaks, holding a green object.', 'Penny holds a green object, speaking to Leonard.', 'Penny talks to Leonard, holding a green object nearby.', 'Leonard listens as Penny holds a green object.']","With their jaws dropped, Penny and Leonard exchange stares."
2760,424.318,tt1256026,421.939,"['Howard lies on the couch, looking at Leslie.', 'Leslie sits beside Howard, gazing at him.', 'Howard talks to Leslie, who listens intently.', 'Howard and Leslie sit together on the couch.', 'Howard and Leslie share a moment on the couch.']","Elsewhere, Howard smiles as he lies in bed with Leslie."
2761,524.269,tt1256026,522.868,"['Leslie cleans the couch with Howard watching.', 'Howard watches Leslie clean the couch.', 'Leslie wipes down the couch with a cloth.', 'Howard stands next to Leslie cleaning.', 'Leslie cleans the couch with a sponge.']","Standing behind him, Penny watches."
2762,628.538,tt1256026,627.386,"['Penny holds a book, talking to Sheldon.', 'Sheldon holds a book, discussing with Penny.', 'Penny and Sheldon stand, book in hand.', 'Sheldon and Penny converse, both holding books.', 'Penny and Sheldon interact, book-wielding duo.']",Sheldon studies a comic book.
2763,639.649,tt1256026,636.674,"['Sheldon sits on the couch, reading a book.', 'Leonard watches as Sheldon throws a dart.', 'Sheldon looks at Leonard, then at Penny, while reading.', 'Sheldon throws a dart, sitting on the couch.', 'Sheldon reads a book on the couch, with a dart nearby.']",Sheldon sits on a sofa cushion.
2764,643.692,tt1256026,641.368,"['Sheldon sits on the couch, reading a comic book.', 'Sheldon reads a comic book on the couch.', 'He sits on the couch, flipping through a comic book.', 'Sheldon reads a comic book on the couch, motionless.', 'Sheldon reads a comic book on the couch, engrossed.']","Fidgeting, he crosses his legs one way, then the other."
2765,650.683,tt1256026,643.712,"['Sheldon puts the magazine on the table and then places the remote control next to it.', 'Sheldon sits on the couch and interacts with the remote and magazine on the table.', 'Sheldon takes the remote and magazine from the coffee table, placing them on the table.', 'Sheldon puts the remote and magazine down on the table, examining them briefly.', 'Sheldon sets the remote and magazine down on the table, taking a moment to glance at them.']",He puts both feet on the floor and sits up.
2766,679.678,tt1256026,676.624,"['Penny throws a dart, and Sheldon jumps on the couch.', 'Sheldon jumps on the couch as Penny throws a dart.', 'Penny throws a dart, and Sheldon springs onto the couch.', 'Sheldon leaps onto the couch as Penny throws a dart.', 'Penny throws a dart, and Sheldon lands on the couch.']","Sheldon stands and flips over the cushion, revealing the green paint stain."
2767,681.618,tt1256026,680.005,"['Sheldon walks towards the sofa.', 'Sheldon and Leonard walk towards the sofa.', 'Sheldon and Penny follow him towards the sofa.', 'Leonard and Penny follow Sheldon to the sofa.', 'Sheldon, Leonard, and Penny walk to the sofa.']","With mouth agape, he turns to Leonard."
2768,691.18,tt1256026,689.336,"['Penny eats with chopsticks, Leonard does the same.', 'Sheldon eats alone, Penny and Leonard dine together.', 'Penny and Leonard eat with chopsticks, Sheldon joins in.', 'Leonard and Penny share food, Sheldon eats separately.', 'The trio eats with chopsticks in the living room.']","In the living room, the friends eat Chinese food."
2769,693.907,tt1256026,691.487,"['Penny and friends eat with chopsticks, gazing at phones.', 'The friends sit together, eating and checking phones.', 'Leonard, Raj, and Howard join Penny in eating with chopsticks.', 'The group eats with chopsticks, their eyes on their phones.', 'Penny and the gang eat, phones in hand, with chopsticks.']","Beside Penny, Sheldon sits on the arm of Leonard's chair."
2770,695.596,tt1256026,694.271,"['Leonard and Howard eat Chinese food.', 'Penny looks at Raj while eating.', 'Sheldon watches Leonard and Howard eat.', 'Penny and Raj sit together eating.', 'The friends enjoy Chinese food together.']",Howard and Raj sit on the sofa.
2771,701.76,tt1256026,699.033,"['Howard and Raj use chopsticks to eat, while Sheldon holds a tray.', 'Sheldon stands holding a tray, observing Howard and Raj eat with chopsticks.', 'Howard and Raj eat with chopsticks, as Sheldon watches from a distance.', 'Sheldon holds a tray, while Howard and Raj use chopsticks to eat nearby.', 'Howard and Raj use chopsticks, while Sheldon stands holding a tray, looking on.']",Sheldon glances over at his spot where the cushion is missing.
2772,710.114,tt1256026,707.541,"['Penny and Leonard eat with chopsticks, Howard and Sheldon stand nearby.', 'Penny and Leonard take bites, Howard and Sheldon hold cups and plates.', 'Leonard takes a spoonful, Penny holds a bowl, Howard and Sheldon stand eating.', 'Penny and Leonard eat, Howard and Sheldon stand with plates and cups.', 'Penny and Leonard eat with chopsticks, Howard and Sheldon hold cups and plates nearby.']",He walks over to the sofa and sits on the arm beside his spot.
2773,718.824,tt1256026,716.576,"['Sheldon holds a plate of food and looks at Leonard.', 'Sheldon holds food and gets attention from others.', 'Sheldon looks at Leonard, Howard, Penny, and Raj.', 'Sheldon holds food and receives gazes from friends.', 'Sheldon holds food and is the center of attention.']","He stands, turns around, and straddles the arm."
2774,725.855,tt1256026,724.682,"['Penny eats Chinese food.', 'Howard walks towards them.', 'Leonard and Penny eat Chinese food.', 'Raj eats Chinese food quietly.', 'Howard approaches the table.']",He stands and faces Leonard.
2775,827.904,tt1256026,825.964,"['Leonard and Penny eat their food together.', 'Sheldon talks to Penny while eating his food.', 'Leonard looks at Penny as they eat.', 'Sheldon eats his food while chatting with Penny.', 'Penny and Leonard eat their meals side by side.']","Near the kitchen, Sheldon sits on a small table."
2776,843.322,tt1256026,842.305,"['Raj eats with chopsticks.', 'Howard stands near Penny eating.', 'Raj takes a bite with chopsticks.', 'Penny eats with a cup.', 'Howard watches Raj eat.']",Howard gazes a penny.
2777,974.451,tt1256026,972.359,"['Sheldon eats cereal while Leonard joins him on the couch.', 'Leonard sits beside Sheldon as he eats cereal.', 'Sheldon looks at Leonard as he sits next to him.', 'Sheldon continues eating cereal as Leonard enters the room.', 'Leonard enters and sits beside Sheldon on the couch.']",Leonard strolls out of his room and furrows his brow.
2778,989.186,tt1256026,986.558,"[""Leonard sits beside Sheldon, who's eating cereal."", 'Sheldon eats cereal as Leonard sits beside him.', ""Leonard sits next to Sheldon, who's having breakfast."", 'Sheldon enjoys cereal while Leonard joins him on the couch.', 'Leonard and Sheldon sit together, with Sheldon eating cereal.']","Leonard opens the front door for Penny, who holds the clean cushion."
2779,1003.558,tt1256026,1002.791,"['Sheldon hands Penny cereal.', 'Penny takes a bowl.', 'Sheldon walks towards Penny.', 'Sheldon gives Penny cereal.', 'Penny receives cereal.']",Sheldon stands.
2780,1005.746,tt1256026,1004.269,"['Sheldon hands Penny popcorn.', 'Penny kicks Sheldon away.', 'Penny takes popcorn from Sheldon.', 'Sheldon crosses his arms after.', 'Penny walks away with popcorn.']",Penny places the cushion on the sofa.
2781,1026.873,tt1256026,1023.781,"['Sheldon blows on the lamp, then turns and walks away.', 'Sheldon leans on the lamp, blows, and walks away.', 'Sheldon blows on the lamp, then turns and leaves.', 'Sheldon leans on the lamp, blows, and walks.', 'Sheldon blows on the lamp and walks away.']",Sheldon leans over the cushion and sniffs as he wafts his hand in the air.
2782,1149.639,tt1256026,1148.046,"['Sheldon looks at Leslie Winkle.', 'Leslie talks to Leonard and Sheldon.', ""Sheldon gazes at Leslie's green shirt."", 'Leslie addresses Leonard and Sheldon together.', ""Sheldon focuses on Leslie's conversation.""]",Sheldon shoots Penny with a green paintball.
2783,190.624,tt1256027,188.231,"['Sheldon points at the laptop, gesturing to Leonard.', 'Leonard and Sheldon examine the laptop together.', 'Sheldon and Leonard focus on the laptop display.', ""Sheldon and Leonard discuss the laptop's contents."", 'Sheldon and Leonard look at the laptop screen.']",Sheldon attaches a tag to a pair of dark socks.
2784,212.919,tt1256027,212.341,"['Sheldon picks up the remote.', 'Sheldon turns on the laptop.', 'Leonard walks into the room.', 'Sheldon grabs the remote.', 'Sheldon turns on the laptop.']",Leonard leaves.
2785,215.118,tt1256027,213.44,"['Sheldon types on his laptop.', 'Sheldon sits on the bed typing.', 'He looks at his phone then types.', 'Sheldon starts typing on his laptop.', 'He begins typing on the computer.']","Sheldon scans a tag, then types."
2786,233.779,tt1256027,230.423,"['Sheldon Cooper looks at a laptop then walks out of the room.', 'Sheldon Cooper stands up from the bed and exits the room.', 'He looks at a laptop on the bed, then walks out of the room.', 'Sheldon Cooper gets up from the bed and walks away.', 'He stands up from the bed and leaves the room.']","On a train, Raj and Howard stow their bags on an overhead luggage rack."
2787,262.355,tt1256027,260.743,"['Sheldon holds a bag with others.', 'Leonard and Raj hold bags together.', 'Howard and others carry colorful bags.', 'Sheldon and friends hold various bags.', 'The group holds multiple colored bags.']",Raj and Howard exchange glances.
2788,266.829,tt1256027,264.43,"['Sheldon and Howard walk away together.', 'Raj walks away with a man in a yellow shirt.', 'Raj and the man in the yellow shirt walk away.', 'Sheldon and Howard engage in a conversation.', 'Raj and the man in the yellow shirt exit the scene.']",They stow their bags on the opposite side.
2789,287.792,tt1256027,285.393,"['Sheldon sits down with Leonard and Howard.', 'Leonard and Howard sit together, looking at something.', 'Sheldon and Howard sit, while Leonard stands nearby.', 'Howard and Leonard sit, gazing at a shared object.', 'Leonard, Howard, and Sheldon sit together, focused on something.']",Sheldon steps toward a small table with opposing seats.
2790,469.306,tt1256027,468.555,"['Howard looks up.', 'Leonard walks away.', 'Howard checks his watch.', 'Howard looks up again.', 'Leonard points at Howard.']",Raj hurries out.
2791,470.56,tt1256027,469.557,"['Yellow walks to green.', 'Green looks at yellow.', 'Yellow approaches green.', 'Green faces yellow.', 'Yellow arrives at green.']",Leonard turns to Howard.
2792,555.304,tt1256027,553.493,"['Leonard points to something on the table.', 'Howard looks at Leonard as he speaks.', 'Sheldon watches Leonard and Howard at the table.', 'Leonard gestures to Howard as they sit.', 'The three sit at a table with papers on it.']","Sitting back, Sheldon stares out the window."
2793,564.237,tt1256027,562.927,"['Leonard holds a card for Howard.', ""Sheldon looks at Leonard's card."", 'Howard listens to Leonard.', 'Leonard talks to Howard.', 'Sheldon gazes at Leonard.']",Leonard looks at his wristwatch.
2794,573.078,tt1256027,571.614,"['Howard walks away from her.', 'He stands up and walks away.', 'The man in yellow stands up.', 'He gets up and walks away.', 'The man in yellow walks away.']",Howard suddenly stands and turns.
2795,594.543,tt1256027,592.925,"['Howard walks to two nuns at a table.', 'Howard sits down with the nuns.', 'Howard talks to the nuns at a table.', 'Howard joins the nuns at the table.', 'Howard sits with the nuns, laptop nearby.']",Sheldon peers at his laptop screen.
2796,724.664,tt1256027,723.359,"['Sheldon holds a bottle, looking at Leonard.', 'Leonard talks on phone, Sheldon beside him.', 'Sheldon holds a bottle, Leonard looks on.', 'Leonard on phone, Sheldon holds a bottle.', 'Sheldon holds bottle, Leonard looks at him.']",SHELDON HANDS LEONARD THE PHONE.
2797,787.156,tt1256027,784.41,"['Raj holds a bottle, looking at Summer, who smiles.', 'Raj holds a bottle, gazing at Summer, who listens.', 'Raj holds a bottle, Summer smiles, and they look at each other.', 'Raj holds a bottle, Summer listens intently, eyes on him.', 'Raj holds a bottle, Summer smiles, her gaze fixed on him.']","Turning, Raj reaches over the seat, the empty beer bottle in his hand."
2798,792.991,tt1256027,790.285,"['Leonard approaches Howard as they converse in a scene.', 'Howard and Leonard engage in a discussion with each other.', 'Leonard and Howard are in a conversation, facing each other.', 'Howard and Leonard talk to each other, standing together.', 'The two friends, Leonard and Howard, chat with each other.']","Howard stares at Raj, then snatches the bottle out of his hand."
2799,891.456,tt1256027,889.462,"['Summer looks down, Howard looks up.', 'Howard looks up, Raj looks at the beer.', 'Summer looks down, Raj looks at the beer.', 'Raj looks at the beer bottle.', 'Howard looks up, Summer looks down.']","Holding the bottle, Howard steps to Raj."
2800,902.581,tt1256027,899.298,"['Sheldon holds a beer bottle, looking at it with Raj.', 'Howard stands behind Sheldon and Raj, who examine a beer bottle.', 'Sheldon and Raj look at a beer bottle, with Howard nearby.', 'Sheldon holds a beer bottle, with Raj and Howard in the background.', 'Raj and Sheldon examine a beer bottle, with Howard standing behind them.']","Raj stares at the bottle, then looks at Howard, who smiles as he nods."
