anno_idx,end,end_,imdbid,start,start_,text_gen,text_gt
2308,808.253,807.141,tt1256034,807.141,807.141,"1. Main characters: Penny (red circle).
2. Actions: Penny is sitting on a couch, looking at a laptop screen.
3. Character-character interactions: Penny is looking at the laptop screen.
4. Key objects: Penny, laptop screen, couch.",A male character walks up.
2309,816.446,814.604,tt1256034,814.604,814.604,"1. Main characters: Sheldon Cooper (red), Leonard Hofstadter (green), Howard Wolowitz (blue), Raj Koothrappali (yellow).
2. Actions: A man in a blue jacket serves food to a man in a green shirt, who is sitting at a table with three other men. The man in the green shirt looks down at his food.
3. Character-character interactions: The man in the blue jacket serves food to the man in the green shirt. The man in the green shirt looks down at his food.
4. Key objects: A man in a blue jacket, a man in a green shirt, a table with food, and three other men sitting at the table.",Leonard's character lies with his head chopped off.
2310,957.261,952.963,tt1256034,952.963,952.963,"1. Main characters: Sheldon Cooper (green), Blaine (pink), Leonard Hofstadter (red), Leslie Winkle (yellow).
2. Actions: In Shot 2, Sheldon Cooper is talking to Blaine, who is sitting across from him. In Shot 3, Sheldon Cooper is standing up and talking to Blaine. In Shot 4, Sheldon Cooper is sitting down and talking to Blaine.
3. Character-character interactions: Sheldon Cooper is interacting with Blaine by talking to him. In Shot 3, Sheldon Cooper is also interacting with Leslie Winkle by talking to her.
4. Key objects: There are no key objects that the characters interact with in these shots.","The man looks Sheldon up and down, then takes out a pen and writes his number on Sheldon's left palm."
2311,959.987,957.646,tt1256034,957.646,957.646,"1. Main characters: blue, green, yellow, pink, cyan.
2. Actions: blue touches his head, green stands up, green talks to blue, blue talks to green, blue touches his head, blue talks to green, blue talks to yellow, blue talks to pink, blue talks to cyan.
3. Character-character interactions: blue talks to green, blue talks to yellow, blue talks to pink, blue talks to cyan.",Sheldon turns back to his friends and holds up his hand.
2312,975.54,973.601,tt1256034,973.601,973.601,"1. Main characters: Penny, Sheldon Cooper.
2. Actions: Penny is talking to someone on her headset, while Sheldon is looking at his laptop.
3. Character-character interactions: Penny is talking to someone on her headset, while Sheldon is looking at his laptop.
4. Key objects: Penny's headset, Sheldon's laptop.",Sheldon sits on the sofa beside her.
2313,990.375,988.168,tt1256034,988.168,988.168,"1. Main characters: Penny (red), Sheldon Cooper (green);
2. Actions: Penny is looking at the laptop screen, while Sheldon is typing on the keyboard;
3. Character-character interactions: Penny is looking at the screen, while Sheldon is typing.",Sheldon creates an online dating profile for Penny.
2314,1061.192,1059.617,tt1256034,1059.617,1059.617,"1. Main characters: Leonard Hofstadter (green), Tom (blue);
2. Actions: Leonard Hofstadter enters the room and sits on the couch, Tom is holding a microphone and talking;
3. Character-character interactions: Leonard Hofstadter is looking at Tom, Tom is looking at Leonard Hofstadter;
4. Key objects: microphone, couch.",A brown-haired man sits on the sofa.
2315,1074.669,1073.191,tt1256034,1073.191,1073.191,"1. Main characters: Sheldon Cooper (red), Tom (green), Leonard Hofstadter (blue);
2. Actions: Tom walks away from the couch, Sheldon and Leonard follow him, they all go to the kitchen.
3. Character-character interactions: Tom talks to Sheldon and Leonard, they all walk together.",Leonard leads Sheldon into the kitchen.
2316,1156.066,1154.588,tt1256034,1154.588,1154.588,"1. Main characters: Penny (green), Sheldon Cooper (red);
2. Actions: Penny walks away with a laptop, then turns around and walks back to the couch. Sheldon stands next to Penny, then walks towards the dartboard.
3. Character-character interactions: Penny and Sheldon interact by speaking to each other.",She leaves without even looking at Tom.
2317,96.875,95.974,tt1256035,95.974,95.974,"1. Main characters: Penny (red), Raj Koothrappali (yellow), Howard Wolowitz (green).
2. Actions: Penny walks out of the room, Raj throws a dart, Raj turns around.
3. Character-character interactions: Penny looks at Raj, Raj looks at Penny.
4. Key objects: dart board, dart.",Raj smiles.
2318,120.113,119.557,tt1256035,119.557,119.557,"1. Main characters: Leonard Hofstadter (red), Howard Wolowitz (green), Sheldon Cooper (blue), Raj Koothrappali (yellow).
2. Actions: Leonard is eating, Howard is eating, Sheldon is eating, Raj is eating, Leonard is talking, Howard is talking, Sheldon is talking, Raj is talking.
3. Character-character interactions: Leonard and Howard are eating, Leonard and Sheldon are eating, Leonard and Raj are eating, Howard and Sheldon are eating, Howard and Raj are eating, Sheldon and Raj are eating.
4. Key objects: Leonard's plate, Howard's plate, Sheldon's plate, Raj's plate, Leonard's chopsticks, Howard's chopsticks, Sheldon's chopsticks, Raj's chopsticks.",Raj sits.
2319,209.777,209.431,tt1256035,209.431,209.431,"1. Main characters: Raj Koothrappali, Sheldon Cooper, Leonard Hofstadter, Howard Wolowitz.
2. Actions: Raj is eating, Sheldon is eating, Leonard is eating, Howard is eating.
3. Character-character interactions: Sheldon and Leonard are looking at Raj.
4. Key objects: bowls, chopsticks, forks, napkins, bottles, cups, a box, a remote control, a lamp, a bookshelf, a couch, a table.","In general, yes."
2320,342.941,341.521,tt1256035,341.521,341.521,"1. Main characters: Leonard Hofstadter (blue), Howard Wolowitz (green), Sheldon Cooper (red).
2. Actions: Sheldon speaks to Leonard and Howard, Leonard and Howard look at each other, Sheldon looks at Leonard and Howard, Sheldon looks at Leonard and Howard.
3. Character-character interactions: Sheldon speaks to Leonard and Howard, Leonard and Howard look at each other, Sheldon looks at Leonard and Howard.
4. Key objects: No key objects are mentioned.",Sheldon forces a wide smile.
2321,439.895,437.957,tt1256035,437.957,437.957,"1. Main characters: Howard Wolowitz (red), Sheldon Cooper (yellow), Leonard Hofstadter (pink), Raj Koothrappali (blue).
2. Actions: The characters are standing and looking at each other.
3. Character-character interactions: The characters are looking at each other.
4. Key objects: There are no key objects in this shot.",Sheldon flashes the ghoulish smile at Raj.
2322,485.677,483.104,tt1256035,483.104,483.104,"1. Main characters: Sheldon Cooper (red), Leonard Hofstadter (pink), Howard Wolowitz (blue).
2. Actions: Sheldon Cooper is talking to Leonard Hofstadter and Howard Wolowitz.
3. Character-character interactions: Sheldon Cooper is pointing at Leonard Hofstadter and Howard Wolowitz.
4. Key objects: There are no key objects in this shot.",Gabelhauser and Raj leave with their arms on each other's shoulders.
2323,491.447,488.3,tt1256035,488.3,488.3,"1. Main characters: Sheldon Cooper, Leonard Hofstadter, Howard Wolowitz.
2. Actions: Sheldon Cooper and Leonard Hofstadter are talking, while Howard Wolowitz is standing and observing.
3. Character-character interactions: Sheldon Cooper and Leonard Hofstadter are facing each other and talking, while Howard Wolowitz is standing behind them and listening.","Later, Raj sits with Howard, Sheldon, and Leonard at the Cheesecake Factory."
2324,602.248,595.109,tt1256035,595.109,595.109,"1. Main characters: Sheldon Cooper (red), Raj Koothrappali (green), Leonard Hofstadter (blue), Howard Wolowitz (yellow), Penny (pink);
2. Actions: In Shot 0, Sheldon is looking at a menu. In Shot 1, Raj is looking at a menu. In Shot 2, Penny is serving drinks to the group.
3. Character-character interactions: In Shot 0, Sheldon is looking at a menu. In Shot 1, Raj is looking at a menu. In Shot 2, Penny is serving drinks to the group.
4. Key objects: In Shot 0, a menu is visible. In Shot 1, a menu is visible. In Shot 2, drinks are visible on the table.",Penny brings Raj another green martini.
2325,709.508,707.912,tt1256035,707.912,707.912,"1. Main characters: Penny (red circle), Raj (green circle).
2. Actions: Penny and Raj are talking to each other. Penny is holding a glass of wine, and Raj is holding a glass of champagne.
3. Character-character interactions: Penny is looking at Raj, and Raj is looking at Penny.
4. Key objects: Penny's wine glass, Raj's champagne glass.",He hands her a glass of champagne.
2326,715.831,714.12,tt1256035,714.12,714.12,"1. Main characters: Raj Koothrappali, Penny.
2. Actions: Raj and Penny are talking to each other. Raj is holding a glass of champagne in his right hand and a glass of wine in his left hand. Penny is holding a glass of wine in her right hand.
3. Character-character interactions: Raj is looking at Penny and talking to her. Penny is looking at Raj and listening to him.
4. Key objects: Raj's glasses of champagne and wine, Penny's glass of wine.",He glances at her black shirt and blazer.
2327,735.007,733.026,tt1256035,733.026,733.026,"1. Main characters: Penny, Raj Koothrappali.
2. Actions: Penny drinks water, Raj looks at Penny, Penny walks away.
3. Character-character interactions: Penny looks at Raj, Raj looks at Penny, Penny looks at Raj.
4. Key objects: water glass.",She downs the champagne and hands the glass to Raj.
2328,740.854,739.873,tt1256035,739.873,739.873,"1. Main characters: Penny, Raj Koothrappali, Leonard Hofstadter;
2. Actions: Penny drinks water, Raj and Leonard enter the room, Penny and Raj exit the room, Penny and Leonard enter the room;
3. Character-character interactions: Penny drinks water, Raj and Leonard enter the room, Penny and Raj exit the room, Penny and Leonard enter the room;
4. Key objects: water glass, caution tape, door.",Leonard approaches his door.
2329,767.12,765.734,tt1256035,765.734,765.734,"1. Main characters: Leonard Hofstadter (green);
2. Actions: Leonard is holding a yellow bag and a brown bag, and he is walking towards the living room. He is also talking to someone behind him;
3. Character-character interactions: Leonard is looking at someone behind him.",Raj and Penny walk downstairs.
2330,819.77,817.116,tt1256035,817.116,817.116,"1. Main characters: Leonard Hofstadter, Sheldon Cooper, Howard Wolowitz;
2. Actions: Leonard Hofstadter and Sheldon Cooper are standing in the living room, while Howard Wolowitz is in the kitchen. Leonard and Sheldon are looking at something on the table, and Howard is unpacking a bag of groceries;
3. Character-character interactions: Leonard and Sheldon are looking at something on the table, while Howard is unpacking a bag of groceries.",Sheldon joins Howard and Leonard at the dining table near the kitchen.
2331,843.281,839.96,tt1256035,839.96,839.96,"1. Main characters: Sheldon Cooper, Leonard Hofstadter, Howard Wolowitz;
2. Actions: Sheldon Cooper puts the food on the table, then walks to the living room with Leonard and Howard;
3. Character-character interactions: Sheldon Cooper talks to Leonard and Howard in the living room.","As they carry their food to the living room, Sheldon holds his carton of food up to Leonard."
2332,1060.662,1057.705,tt1256035,1057.705,1057.705,"1. Main characters: Penny (red), Raj Koothrappali (green).
2. Actions: Penny walks into the room, Raj holds a laptop and shows a picture of himself and Dr. V.M. Koothrappali.
3. Character-character interactions: Penny looks at the laptop screen, Raj looks at the laptop screen.
4. Key objects: laptop, picture of Raj and Dr. V.M. Koothrappali.",Raj picks up a laptop computer and video chats with his mom and dad.
2333,1146.86,1145.362,tt1256035,1145.362,1145.362,"1. Main characters: Dr. V.M. Koothrappali;
2. Actions: Dr. V.M. Koothrappali is speaking;
3. Character-character interactions: Dr. V.M. Koothrappali is speaking to someone off-screen;
4. Key objects: There are no key objects in this shot.",Raj's mom glares at his dad.
2334,1159.554,1158.785,tt1256035,1158.785,1158.785,"1. Main characters: Penny (red), Raj Koothrappali (green).
2. Actions: Penny walks into the room, opens the door, and talks to Raj. Raj holds a piece of paper and talks to Penny.
3. Character-character interactions: Penny talks to Raj, and Raj looks at the paper.
4. Key objects: Penny's pink robe, Raj's paper.",He hands her the note.
2335,1160.975,1160.091,tt1256035,1160.091,1160.091,"1. Main characters: Penny (red), Raj (green).
2. Actions: Raj hands over a piece of paper to Penny, who then puts her hands on her hips.
3. Character-character interactions: Penny looks at Raj with a suspicious expression, while Raj looks down and away.
4. Key objects: a piece of paper.",She hands it back to him.
2336,1167.408,1165.815,tt1256035,1165.815,1165.815,"1. Main characters: Raj Koothrappali.
2. Actions: Raj is talking to a woman, who is standing with her arms crossed.
3. Character-character interactions: Raj is looking at the woman, who is looking at him.
4. Key objects: There is a yellow tape with the word ""CAUTION"" on the floor.",Raj smiles and arches his eyebrows.
2337,168.939,167.593,tt1256036,167.593,167.593,"1. Main characters: Sheldon Cooper (red), Penny (green);
2. Actions: Sheldon is driving a car and talking, Penny is sitting in the passenger seat and looking at her phone;
3. Character-character interactions: Sheldon is talking to Penny, who is looking at her phone.",Penny drives Sheldon in her car.
2338,333.983,332.294,tt1256036,332.294,332.294,"1. Main characters: Penny (green), Sheldon Cooper (red).
2. Actions: In Shot 2, Penny looks at her phone, Sheldon looks at Penny. In Shot 3, Penny looks at her phone, Sheldon looks at Penny.
3. Character-character interactions: Penny and Sheldon are looking at each other.
4. Key objects: Penny's phone.","Expressionless, Penny gazes ahead."
2339,485.868,483.85,tt1256036,483.85,483.85,"1. Main characters: Sheldon Cooper (red), Raj Koothrappali (green);
2. Actions: Sheldon is driving the car and talking, while Raj is in the passenger seat and talking. In Shot 2, Sheldon is wearing a red shirt and Raj is wearing a blue shirt. In Shot 3, Sheldon is wearing a red shirt and Raj is wearing a blue shirt. In Shot 4, there is an animation of atoms and particles.
3. Character-character interactions: Sheldon and Raj are talking to each other.","Narrowing his eyes, Raj glances at Sheldon."
2340,489.288,486.367,tt1256036,486.367,486.367,"1. Main characters: Raj Koothrappali, Sheldon Cooper;
2. Actions: Raj is sitting in the driver's seat of a car, while Sheldon is sitting in the passenger seat. Sheldon is looking at Raj and speaking to him. Raj is looking at Sheldon and listening to him. They are both wearing seat belts. The car is moving at night with blurred lights passing by outside the windows.
3. Character-character interactions: Sheldon is speaking to Raj, who is listening to him. They are both engaged in a conversation while driving.","Later, Penny opens her door for Sheldon, who holds the Star Wars sheets."
2341,498.741,497.857,tt1256036,497.857,497.857,"1. Main characters: Sheldon Cooper (red), Penny (green);
2. Actions: Penny turns her back to the camera and walks away, while Sheldon follows her.
3. Character-character interactions: Penny turns her back to the camera and walks away, while Sheldon follows her.
4. Key objects: Penny's back, the door, and the hallway.",She closes the door.
2342,511.127,506.494,tt1256036,506.494,506.494,"1. Main characters: Sheldon Cooper (green);
2. Actions: Sheldon walks down the hall, puts on a backpack, and enters the living room;
3. Character-character interactions: None.","In the morning, Sheldon walks out of his room and into the living room, where Penny sits beside Howard on the sofa."
2343,513.529,511.435,tt1256036,511.435,511.435,"1. Main characters: Sheldon Cooper (red), Leonard Hofstadter (green).
2. Actions: Sheldon Cooper enters the room, puts on a backpack, and sits down. Leonard Hofstadter talks to Sheldon Cooper.
3. Character-character interactions: Sheldon Cooper and Leonard Hofstadter are talking.
4. Key objects: backpack, couch.","Leonard stands near Raj, who sits in an armchair."
2344,527.927,526.659,tt1256036,526.659,526.659,"1. Main characters: Penny, Howard Wolowitz.
2. Actions: Penny and Howard are sitting on a couch, Penny is looking at Howard, Howard is looking at Penny.
3. Character-character interactions: Penny and Howard are looking at each other.
4. Key objects: Penny and Howard are sitting on a couch, there is a bottle of water on the table in front of them.",Penny and Howard slide over.
2345,535.05,532.36,tt1256036,532.36,532.36,"1. Main characters: Sheldon Cooper, Leonard Hofstadter, Penny, Raj Koothrappali, Howard Wolowitz.
2. Actions: Sheldon Cooper is standing and talking, while the others are sitting and listening. Penny is looking at Sheldon, and Raj is looking at Sheldon.
3. Character-character interactions: Sheldon is speaking to the group, and Penny and Raj are looking at him.",Sheldon sits on the sofa while Leonard sits in another chair.
2346,556.414,555.127,tt1256036,555.127,555.127,"1. Main characters: Sheldon Cooper (red), Leonard Hofstadter (green), Penny (blue).
2. Actions: Sheldon Cooper reads a book, Penny looks at him, Leonard watches Sheldon.
3. Character-character interactions: Penny looks at Sheldon, Leonard watches Sheldon.
4. Key objects: book.",Leonard hands Sheldon a booklet.
2347,560.891,560.257,tt1256036,560.257,560.257,"1. Main characters: Sheldon Cooper (blue), Penny (green), Raj Koothrappali (pink), Howard Wolowitz (red).
2. Actions: Sheldon reads a book, Penny looks at him, Raj looks at him, Howard looks at him.
3. Character-character interactions: Sheldon looks at Raj, Penny looks at Sheldon, Raj looks at Sheldon.
4. Key objects: book.",Raj nods.
2348,623.807,622.097,tt1256036,622.097,622.097,"1. Main characters: Raj Koothrappali (red circle);
2. Actions: Raj is standing in a queue, looking at a piece of paper and then looking at the camera;
3. Character-character interactions: Raj is looking at a piece of paper and then looking at the camera;
4. Environment: The scene is set in a queue, with several people standing behind a blue rope, and a woman standing behind a counter.","Sheldon, Penny, and Howard stand in line."
2349,675.203,672.839,tt1256036,672.839,672.839,"1. Main characters: Octavia (green), Howard Wolowitz (blue), Sheldon Cooper (red);
2. Actions: Octavia hands over a document to Howard, who then hands it to Sheldon. Octavia and Howard walk away, while Sheldon stands in front of the counter.
3. Character-character interactions: Octavia hands over a document to Howard, who then hands it to Sheldon.",Sheldon approaches a black-haired woman sitting behind a counter.
2350,762.495,760.132,tt1256036,760.132,760.132,"1. Main characters: Penny, Sheldon Cooper, Octavia.
2. Actions: Penny hands over a document to Octavia, who then hands it back to the man. Octavia then hands the document to Sheldon Cooper.
3. Character-character interactions: Penny hands over a document to Octavia, who then hands it back to the man. Octavia then hands the document to Sheldon Cooper.
4. Key objects: document.",The woman stamps another paper and hands it to Sheldon.
2351,775.107,773.512,tt1256036,773.512,773.512,"1. Main characters: Octavia, Sheldon Cooper, Howard Wolowitz, Penny;
2. Actions: Octavia hands over a document to the receptionist, then walks away. Sheldon and Howard stand in front of the receptionist. Penny and another woman stand behind them. A man in a striped shirt and a woman in an orange top are standing in front of the receptionist.
3. Character-character interactions: Octavia interacts with the receptionist. Sheldon and Howard interact with the receptionist. Penny and the woman behind her interact with the receptionist. The man in the striped shirt and the woman in the orange top interact with the receptionist.
4. Key objects: document, receptionist desk.",Penny and Howard usher Sheldon away.
2352,863.491,862.359,tt1256036,862.359,862.359,"1. Main characters: Leonard Hofstadter, Penny, Sheldon Cooper, Howard Wolowitz;
2. Actions: Penny is standing in front of the computer, looking at it. Sheldon is sitting in front of the computer, looking at it. Howard is standing next to Sheldon, looking at the computer. Leonard is standing next to Penny, looking at the computer. Raj is standing next to Leonard, looking at the computer. Penny is clapping her hands.
3. Character-character interactions: Penny is clapping her hands. Sheldon is looking at the computer. Howard is looking at the computer. Leonard is looking at the computer. Raj is looking at the computer. Penny is clapping her hands.
4. Key objects: computer.",Penny smirks at Sheldon.
2353,866.215,864.163,tt1256036,864.163,864.163,"1. Main characters: Sheldon Cooper (red), Leonard Hofstadter (green), Penny (blue), Howard Wolowitz (yellow), Raj Koothrappali (pink);
2. Actions: Sheldon is sitting in front of a computer, Penny is standing next to him, Leonard is standing behind him, Howard is standing next to Leonard, and Raj is standing next to Howard.
3. Character-character interactions: Sheldon is looking at the computer screen, Penny is looking at Sheldon, Leonard is looking at Sheldon, Howard is looking at Sheldon, and Raj is looking at Sheldon.
4. Key objects: computer screen.","Using the simulator, Sheldon starts the ignition."
2354,887.54,886.83,tt1256036,886.83,886.83,"1. Main characters: Leonard Hofstadter (red), Raj Koothrappali (green), Sheldon Cooper (blue), Howard Wolowitz (yellow), Penny (pink).
2. Actions: Penny and Howard are standing in front of the computer, Penny is pointing at the screen, Howard is looking at the screen, Penny is looking at the screen, Leonard is sitting in front of the computer, Raj is standing next to Leonard, Raj is looking at the screen, Leonard is looking at the screen.
3. Character-character interactions: Penny and Howard are interacting with the computer, Penny is pointing at the screen, Howard is looking at the screen, Leonard is looking at the screen, Raj is looking at the screen.
4. Key objects: computer, screen.",They all flinch.
2355,889.401,887.712,tt1256036,887.712,887.712,"1. Main characters: Leonard Hofstadter (red), Raj Koothrappali (green), Sheldon Cooper (blue), Howard Wolowitz (yellow), Penny (pink).
2. Actions: Penny and Howard are standing in front of the computer, Penny is pointing at the screen, Howard is looking at the screen, Penny is looking at the screen, Leonard is sitting in front of the computer, Raj is standing next to Leonard, Raj is looking at the screen, Leonard is looking at the screen.
3. Character-character interactions: Penny and Howard are interacting with the computer, Penny is pointing at the screen, Howard is looking at the screen, Leonard is looking at the screen, Raj is looking at the screen.
4. Key objects: computer, screen.",Penny hits Sheldon in the face with a pillow.
2356,892.817,891.167,tt1256036,891.167,891.167,"1. Main characters: Penny (pink), Leonard Hofstadter (red), Sheldon Cooper (blue);
2. Actions: Penny kicks Leonard, then sits down, Leonard looks at Penny;
3. Character-character interactions: Penny kicks Leonard, Leonard looks at Penny;
4. Key objects: Penny, Leonard.","Later, Sheldon uses the simulator."
2357,906.482,905.733,tt1256036,905.733,905.733,"1. Main characters: Sheldon Cooper (red), Leonard Hofstadter (green);
2. Actions: Sheldon Cooper is sitting in front of a computer, while Leonard Hofstadter is standing next to him and pointing at the computer screen. A woman is also present in the room, but her actions are not specified.
3. Character-character interactions: Sheldon Cooper and Leonard Hofstadter are looking at the computer screen together, while the woman is not interacting with them.",Leonard approaches.
2358,930.679,929.835,tt1256036,929.835,929.835,"1. Main characters: Sheldon Cooper (red), Leonard Hofstadter (green);
2. Actions: Sheldon is sitting in front of a computer, holding a steering wheel, and then stands up. Leonard is standing next to Sheldon, talking to him.
3. Character-character interactions: Sheldon looks at Leonard, and Leonard talks to Sheldon.
4. Key objects: computer, steering wheel.",Shelton stands.
2359,946.521,945.312,tt1256036,945.312,945.312,"1. Main characters: Sheldon Cooper (green), Leonard Hofstadter (red);
2. Actions: Sheldon stands up and walks to the chair, sits down, and then stands up again. Leonard watches him.
3. Character-character interactions: Sheldon looks at Leonard while sitting down.
4. Key objects: chair, lamp, bookshelf.",She sits in a living room chair.
2360,991.496,990.767,tt1256036,990.767,990.767,"1. Main characters: 'Leonard Hofstadter', 'Sheldon Cooper';
2. Actions: 'Leonard Hofstadter sits down, stands up, walks to the kitchen', 'Sheldon Cooper sits down, stands up, walks to the kitchen';
3. Character-character interactions: 'Leonard Hofstadter and Sheldon Cooper look at each other';
4. Key objects: 'chair, fridge, couch, lamp, bookshelf, TV, sofa, table, chair, fridge, lamp, bookshelf, TV, sofa, table'.",Sheldon stands.
2361,1046.554,1045.633,tt1256036,1045.633,1045.633,"1. Main characters: Sheldon Cooper (red), Leonard Hofstadter (green);
2. Actions: Sheldon turns his head to the right, then to the left, and then to the right again. Leonard looks up at Sheldon;
3. Character-character interactions: Sheldon and Leonard are looking at each other;
4. Key objects: Sheldon is wearing a plaid shirt, and Leonard is wearing a green shirt.",Sheldon gazes off.
2362,1052.043,1047.993,tt1256036,1047.993,1047.993,"1. Main characters: Sheldon Cooper (red), Leonard Hofstadter (green);
2. Actions: Sheldon turns his head to the right, then walks away. Leonard looks at Sheldon and then looks to the right;
3. Character-character interactions: Sheldon and Leonard are looking at each other.","Later at the university, Sheldon, wearing a robe and a shower cap, steps out of his office."
2363,1055.248,1053.29,tt1256036,1053.29,1053.29,"1. Main characters: Sheldon Cooper (red), Leonard Hofstadter (green), Raj Koothrappali (blue), Howard Wolowitz (yellow);
2. Actions: A man in a robe and towel walks down a hallway, then opens a door and walks into a room. A group of people, including Sheldon, Leonard, Raj, and Howard, are standing in the hallway. Sheldon looks at the group, and Leonard speaks to them.
3. Character-character interactions: Sheldon looks at the group, and Leonard speaks to them.","He passes Leonard, Howard, and Raj in the hallway."
2364,1080.794,1080.026,tt1256036,1080.026,1080.026,"1. Main characters: Raj Koothrappali (blue), Leonard Hofstadter (red).
2. Actions: Raj Koothrappali is speaking, Leonard Hofstadter is listening.
3. Character-character interactions: Raj Koothrappali is looking at Leonard Hofstadter.
4. Key objects: None.",Leonard smiles.
2365,109.496,108.149,tt1256037,108.149,108.149,"1. Main characters: 'Sheldon Cooper (red), Ramona Nowitzki (blue), Leonard Hofstadter (green)';
2. Actions: 'Sheldon Cooper is standing in front of a blackboard, pointing at it. Ramona Nowitzki is sitting in a classroom, writing on a notebook. Leonard Hofstadter is standing in front of a blackboard, pointing at it.';
3. Character-character interactions: 'Sheldon Cooper is pointing at the blackboard, Ramona Nowitzki is looking at Sheldon Cooper, Leonard Hofstadter is pointing at the blackboard.';
4. Key objects: 'blackboard, notebook, pens, laptop, door, wall, table, chair, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students, students",The students stare at Sheldon.
2366,124.137,120.289,tt1256037,120.289,120.289,"1. Main characters: green circle on Leonard Hofstadter, red circle on Sheldon Cooper;
2. Actions: Leonard Hofstadter is standing in front of a blackboard, talking to the students. Sheldon Cooper is standing in front of the class, talking to the students. Students are sitting in their desks, listening to the lecture;
3. Character-character interactions: Leonard Hofstadter is looking at Sheldon Cooper, while Sheldon Cooper is looking at the students.",Sheldon steps through the doorway as Leonard stands and picks up his laptop from the podium.
2367,169.438,167.649,tt1256037,167.649,167.649,"1. Main characters: Howard Wolowitz (green), Leonard Hofstadter (blue), Raj Koothrappali (red), Sheldon Cooper (yellow).
2. Actions: Howard speaks, Leonard looks at him, Raj looks at him, Sheldon looks at him.
3. Character-character interactions: Howard speaks to Leonard, Raj looks at Howard, Sheldon looks at Howard.
4. Key objects: plates of food, drinks, glasses.",Leonard and Sheldon peer over their shoulders.
2368,177.769,176.96,tt1256037,176.96,176.96,"1. Main characters: Raj Koothrappali (red), Howard Wolowitz (blue), Leonard Hofstadter (green), Sheldon Cooper (yellow), Leslie Winkle (pink).
2. Actions: Raj is eating, Howard is talking, Leslie is walking, Sheldon is talking.
3. Character-character interactions: Raj is looking at Howard, Howard is looking at Raj, Leslie is looking at Sheldon, Sheldon is looking at Leslie.
4. Key objects: fork, soda can, plate, cup, bottle, phone.",Leslie walks up.
2369,265.542,264.103,tt1256037,264.103,264.103,"1. Main characters: Ramona Nowitzki, Howard Wolowitz;
2. Actions: Ramona Nowitzki and Howard Wolowitz are sitting at a table, Ramona Nowitzki is looking at Howard Wolowitz, Howard Wolowitz is looking at Ramona Nowitzki;
3. Character-character interactions: Ramona Nowitzki and Howard Wolowitz are looking at each other;
4. Key objects: Ramona Nowitzki's cup, Howard Wolowitz's cup.",Ramona looks Howard up and down.
2370,316.62,315.412,tt1256037,315.412,315.412,"1. Main characters: Ramona Nowitzki, Howard Wolowitz, Sheldon Cooper, Raj Koothrappali;
2. Actions: Ramona Nowitzki is talking to Sheldon Cooper, while Howard Wolowitz is looking at her. Raj Koothrappali is looking at Sheldon Cooper, who is eating his food;
3. Character-character interactions: Ramona Nowitzki is talking to Sheldon Cooper, while Howard Wolowitz is looking at her. Raj Koothrappali is looking at Sheldon Cooper, who is eating his food;
4. Key objects: Ramona Nowitzki's cup, Howard Wolowitz's plate, Raj Koothrappali's plate, Sheldon Cooper's plate.",Sibina Soda threw a straw.
2371,317.906,316.678,tt1256037,316.678,316.678,"1. Main characters: Howard Wolowitz (blue), Sheldon Cooper (red), Raj Koothrappali (yellow), Leonard Hofstadter (pink);
2. Actions: Howard and Raj are sitting at a table, eating and talking. Sheldon is standing up, talking to them. Leonard is sitting at the table, eating and talking. Ramona Nowitzki is walking in the background.
3. Character-character interactions: Howard and Raj are looking at Sheldon, who is standing up and talking to them. Leonard is looking at Sheldon and talking to him. Ramona Nowitzki is walking in the background, not interacting with the characters.
4. Key objects: plates of food, cups, forks, knives, and a bottle of soda on the table.",Ramona stands and leaves.
2372,327.865,326.292,tt1256037,326.292,326.292,"1. Main characters: 'Sheldon Cooper', 'Howard Wolowitz'.
2. Actions: 'Sheldon Cooper is talking to Howard Wolowitz', 'Sheldon Cooper is talking to Howard Wolowitz'.
3. Character-character interactions: 'Sheldon Cooper is talking to Howard Wolowitz', 'Sheldon Cooper is talking to Howard Wolowitz'.
4. Key objects: 'food', 'drink'.",Sheldon flashes a smile at Howard.
2373,335.156,334.235,tt1256037,334.235,334.235,"1. Main characters: Ramona Nowitzki (green), Penny (blue);
2. Actions: Ramona Nowitzki enters the elevator, Penny enters the elevator, Penny looks at Ramona Nowitzki;
3. Character-character interactions: Penny looks at Ramona Nowitzki.",Penny picks up a sign.
